wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix,duration_sec,f0_mean_hz,f0_std_hz,hnr_mean_db
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_n16c.npy,2030,south_asian,younger,male,neutral,16,c,1.507791667,128.0816584,25.19818788,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_n17.npy,2030,south_asian,younger,male,neutral,17,,1.793520833,130.7748663,49.51187889,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_n18c.npy,2030,south_asian,younger,male,neutral,18,c,1.685145833,119.7583909,3.784728628,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_n19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_n19c.npy,2030,south_asian,younger,male,neutral,19,c,1.8985,134.9452169,69.27933596,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_n20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_n20c.npy,2030,south_asian,younger,male,neutral,20,c,1.737479167,115.8888525,18.47056046,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t15.npy,2030,south_asian,younger,male,trustworthy,15,,1.604625,123.252626,12.43636538,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t16.npy,2030,south_asian,younger,male,trustworthy,16,,1.623854167,148.7928236,66.09062599,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t17.npy,2030,south_asian,younger,male,trustworthy,17,,1.4306875,145.2368015,95.6933031,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t18.npy,2030,south_asian,younger,male,trustworthy,18,,1.618145833,130.7389198,13.18464255,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t19.npy,2030,south_asian,younger,male,trustworthy,19,,1.933354167,114.7152816,20.04303513,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2030_aym_t20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2030_aym_t20c.npy,2030,south_asian,younger,male,trustworthy,20,c,1.777895833,124.3557761,69.90220102,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n01.npy,2034,south_asian,younger,male,neutral,1,,1.480625,131.1147425,36.91985065,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n02c.npy,2034,south_asian,younger,male,neutral,2,c,1.7055,133.2199497,5.936311545,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n17.npy,2034,south_asian,younger,male,neutral,17,,1.432375,135.1201262,10.36882274,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n18.npy,2034,south_asian,younger,male,neutral,18,,1.653520833,141.3224777,17.24507053,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n19.npy,2034,south_asian,younger,male,neutral,19,,2.0621875,127.8582803,15.49800304,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_n20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_n20.npy,2034,south_asian,younger,male,neutral,20,,1.736833333,131.8383733,23.80158992,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t01c.npy,2034,south_asian,younger,male,trustworthy,1,c,1.352791667,139.8587625,16.42745231,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t02.npy,2034,south_asian,younger,male,trustworthy,2,,1.471541667,136.5348181,25.13398692,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t17.npy,2034,south_asian,younger,male,trustworthy,17,,1.412104167,136.4369079,23.32199425,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t18.npy,2034,south_asian,younger,male,trustworthy,18,,1.4655,123.3461062,10.40136067,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t19c.npy,2034,south_asian,younger,male,trustworthy,19,c,1.6949375,159.3586516,50.23111426,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2034_aym_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2034_aym_t20.npy,2034,south_asian,younger,male,trustworthy,20,,1.568583333,147.4545974,70.25417567,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n01c.npy,2035,south_asian,younger,female,neutral,1,c,2.122979167,210.7268704,66.33731622,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n02c.npy,2035,south_asian,younger,female,neutral,2,c,1.959541667,204.6758747,20.36687179,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n17c.npy,2035,south_asian,younger,female,neutral,17,c,1.565145833,190.4221614,49.11052412,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n18c.npy,2035,south_asian,younger,female,neutral,18,c,1.814125,191.9050519,44.52066294,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n19c.npy,2035,south_asian,younger,female,neutral,19,c,1.93325,214.1616393,49.95145939,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_n20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_n20c.npy,2035,south_asian,younger,female,neutral,20,c,2.078145833,211.3078426,40.99966307,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t01.npy,2035,south_asian,younger,female,trustworthy,1,,1.6119375,257.0496116,57.48260359,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t02.npy,2035,south_asian,younger,female,trustworthy,2,,1.341979167,307.1320958,41.59757379,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t17.npy,2035,south_asian,younger,female,trustworthy,17,,1.49075,254.8909262,73.82305628,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t18.npy,2035,south_asian,younger,female,trustworthy,18,,1.6149375,259.7115594,83.1054784,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t19.npy,2035,south_asian,younger,female,trustworthy,19,,1.6449375,282.6148609,57.92958447,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2035_ayf_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2035_ayf_t20.npy,2035,south_asian,younger,female,trustworthy,20,,1.713520833,234.4213327,53.3494753,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n15c.npy,2037,black,younger,female,neutral,15,c,1.824770833,191.8954843,54.04128346,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n16c.npy,2037,black,younger,female,neutral,16,c,1.564708333,188.5346717,62.20596278,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n17c.npy,2037,black,younger,female,neutral,17,c,1.584708333,174.0306288,6.971770397,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n18.npy,2037,black,younger,female,neutral,18,,1.531645833,166.861925,64.98545158,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n19c.npy,2037,black,younger,female,neutral,19,c,1.457895833,173.4338603,117.9045356,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_n20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_n20.npy,2037,black,younger,female,neutral,20,,1.643229167,155.1079676,101.0245592,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t15.npy,2037,black,younger,female,trustworthy,15,,1.349375,195.1646085,32.46780893,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t16.npy,2037,black,younger,female,trustworthy,16,,1.6186875,203.6716198,34.39937476,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t17c.npy,2037,black,younger,female,trustworthy,17,c,1.394479167,201.7757235,32.15662227,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t18.npy,2037,black,younger,female,trustworthy,18,,1.621708333,193.5395528,66.68708206,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t19.npy,2037,black,younger,female,trustworthy,19,,1.626375,198.5646771,28.1853985,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2037_byf_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2037_byf_t20.npy,2037,black,younger,female,trustworthy,20,,1.635770833,192.1848025,27.34261537,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n01c.npy,2041,black,younger,female,neutral,1,c,1.356,214.313105,12.14942718,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n02.npy,2041,black,younger,female,neutral,2,,1.414625,211.4269925,14.63902352,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n03c.npy,2041,black,younger,female,neutral,3,c,1.223791667,209.8932204,35.23412576,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n04.npy,2041,black,younger,female,neutral,4,,0.98525,193.7053095,28.55887648,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n19.npy,2041,black,younger,female,neutral,19,,1.553770833,248.0005304,43.1570082,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_n20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_n20.npy,2041,black,younger,female,neutral,20,,1.475854167,219.9439649,12.08752095,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t01c.npy,2041,black,younger,female,trustworthy,1,c,1.52075,219.7625659,43.13422272,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t02.npy,2041,black,younger,female,trustworthy,2,,1.704666667,229.3569514,52.74536777,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t03c.npy,2041,black,younger,female,trustworthy,3,c,2.2318125,238.9957046,41.40291029,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t04.npy,2041,black,younger,female,trustworthy,4,,1.216020833,227.3651074,51.21272764,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t19c.npy,2041,black,younger,female,trustworthy,19,c,2.534854167,250.0827881,45.95419902,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2041_byf_t20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2041_byf_t20c.npy,2041,black,younger,female,trustworthy,20,c,1.5178125,252.1142697,37.98269389,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n01.npy,2043,black,younger,male,neutral,1,,1.700833333,112.4984832,37.52535202,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n02c.npy,2043,black,younger,male,neutral,2,c,1.4628125,103.1398379,13.60099391,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n03c.npy,2043,black,younger,male,neutral,3,c,2.012666667,97.24276953,9.039728132,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n04c.npy,2043,black,younger,male,neutral,4,c,1.705458333,109.7758464,47.6595107,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n19.npy,2043,black,younger,male,neutral,19,,1.697604167,107.7939939,14.12536872,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_n20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_n20c.npy,2043,black,younger,male,neutral,20,c,1.716333333,110.3869772,8.942310202,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t01.npy,2043,black,younger,male,trustworthy,1,,1.953583333,110.6200305,21.29243719,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t02c.npy,2043,black,younger,male,trustworthy,2,c,2.288041667,118.7704813,74.47607231,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t03.npy,2043,black,younger,male,trustworthy,3,,2.0603125,115.5290329,39.64424775,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t04.npy,2043,black,younger,male,trustworthy,4,,1.876145833,108.1382592,21.44965888,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t19.npy,2043,black,younger,male,trustworthy,19,,2.0105625,137.0537995,57.26840598,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2043_bym_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2043_bym_t20.npy,2043,black,younger,male,trustworthy,20,,1.749145833,117.0025104,17.48488274,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n01.npy,2044,south_asian,younger,female,neutral,1,,1.363270833,211.6685099,12.57985233,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n02.npy,2044,south_asian,younger,female,neutral,2,,1.335666667,203.014507,43.60709218,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n03.npy,2044,south_asian,younger,female,neutral,3,,1.311958333,207.0651712,56.84561399,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n04.npy,2044,south_asian,younger,female,neutral,4,,1.288125,207.7884325,12.33100208,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n19.npy,2044,south_asian,younger,female,neutral,19,,1.435,226.3912662,24.48317217,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_n20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_n20.npy,2044,south_asian,younger,female,neutral,20,,1.480625,230.105162,36.08575087,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t01.npy,2044,south_asian,younger,female,trustworthy,1,,1.091729167,238.0747703,41.68125085,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t02.npy,2044,south_asian,younger,female,trustworthy,2,,1.3144375,257.0190299,22.82359995,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t03.npy,2044,south_asian,younger,female,trustworthy,3,,1.428708333,248.1745372,34.3698327,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t04c.npy,2044,south_asian,younger,female,trustworthy,4,c,1.241708333,248.1106786,24.54038895,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t19.npy,2044,south_asian,younger,female,trustworthy,19,,1.5065,258.7104265,24.35617479,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2044_ayf_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2044_ayf_t20.npy,2044,south_asian,younger,female,trustworthy,20,,1.352916667,247.0691646,30.28020852,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n07c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n07c.npy,2188,south_asian,older,male,neutral,7,c,1.752375,111.9864561,81.24031841,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n08c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n08c.npy,2188,south_asian,older,male,neutral,8,c,1.739375,95.64782648,46.63798468,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n09.npy,2188,south_asian,older,male,neutral,9,,1.790708333,133.5201813,112.727432,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n10.npy,2188,south_asian,older,male,neutral,10,,2.3561875,183.7817846,142.6995572,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n11c.npy,2188,south_asian,older,male,neutral,11,c,2.012333333,104.4237135,62.61962031,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_n12c.npy,2188,south_asian,older,male,neutral,12,c,1.543145833,129.222183,102.4586536,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_t07.npy,2188,south_asian,older,male,trustworthy,7,,1.4779375,125.3550022,30.99759423,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_t08.npy,2188,south_asian,older,male,trustworthy,8,,1.476854167,220.3824646,125.9523221,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_t09.npy,2188,south_asian,older,male,trustworthy,9,,1.625916667,114.263127,29.97454217,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\2188_aom_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\2188_aom_t10.npy,2188,south_asian,older,male,trustworthy,10,,2.244104167,218.2706807,94.75841196,
